http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/area
"Morrison House (Harrisonburg, Virginia)",40063.9
Moses and Mary Hart Stone House and Ranch Complex,12140.6
"Oak Hill (Oak Ridge, Virginia)",80937.1
Old Town Hall and School,1537.81
S. B. Barker Building,809.371
Salem Downtown State Street – Commercial Street Historic District,178062.0
St. John's German Evangelical Lutheran Church,161874.0
Union Main Street Historic District,82555.9
"Abbeville (Lancaster, Pennsylvania)",20234.3
"Albion (Winnsboro, South Carolina)",25899.9
Albright Memorial Building,1214.06
American Antiquarian Society,7284.34
American Conservatory Theater,2023.43
American Conservatory Theater,2023.43
"Andalusia (Milledgeville, Georgia)",2.20149e+06
Andalusia (estate),910543.0
Archbold Biological Station,2.10138e+07
Arnold Arboretum,1.13717e+06
Arnold-Arboretum,1.13717e+06
Arnold Arboretum,1.13717e+06
Arnold Arboretum,1.13717e+06
Arnold Arboretum,1.13717e+06
Дендрарий Арнольда,1.13717e+06
"Athol (Edenton, North Carolina)",32374.9
Atkins High School (North Carolina),61107.5
"Bayside (Jeanerette, Louisiana)",24281.1
"Bel Air (Woodbridge, Virginia)",101171.0
Belvedere Hotel,404.686
Bentonville Battlefield,526091.0
Bentonville Battlefield,2.63046e+07
Berwick Hotel,4046.86
"Blackstone Hotel (Omaha, Nebraska)",6070.28
Boone Hall,2.98658e+06
Boone Hall,2.98658e+06
"Brompton (Fredericksburg, Virginia)",44515.4
Brooksville Advent Church,20639.0
"Buena Vista (Roanoke, Virginia)",80937.1
"Buena Vista (St. Georges, Delaware)",210437.0
Calvary Baptist Church (Oklahoma City),4046.86
Cameron City Pool,8093.71
Caroline Church and Cemetery,24281.1
Carson College for Orphan Girls,364217.0
Castle Hill (Ipswich),667731.0
"Castle Hill (Ipswich, Massachusetts)",667731.0
"Castle Hill (Sitka, Alaska)",14568.7
Chatham Manor,1.862e+07
Chatham Village (Pittsburgh),186155.0
Chesterton Commercial Historic District,12949.9
Cattedrale di Cristo (Hartford),2832.8
"Christ Church Cathedral (Hartford, Connecticut)",2832.8
"Christ Church Cathedral (Louisville, Kentucky)",3237.49
Cornelius Low House,8093.71
Dawson Farm,24685.8
Dawson Historic District,143663.0
De Soto National Memorial,108618.0
De Soto National Memorial,108618.0
Memorial nacional de De Soto,108618.0
Memoriale Nazionale De Soto,108618.0
"Dutchtown, Colorado",60702.8
"Eagle's Nest (Bridgeport, Connecticut)",3237.49
"Eagle's Nest (Phoenix, Maryland)",24281.1
F. D. Roosevelt State Park,1.8486e+07
Park stanowy F. D. Roosevelta,1.8486e+07
Fisher Farm Site,14164.0
Forest Hills Cemetery,1.01171e+06
Cemitério Forest Hills,1.01171e+06
Fort Kearny,323749.0
Fort Kearny,323749.0
Frankford Arsenal (Pennsylvania),402258.0
Frankford Arsenal,402258.0
Friends of Seagate Inc.,182109.0
"Geneva (Alexandria, Louisiana)",4046.86
George Westinghouse Bridge,4046.86
George Westinghouse Jones House,12140.6
"Gibraltar (Wilmington, Delaware)",24685.8
Grandview Drive,734585.0
"Greenwood Cemetery (Hillsdale, Missouri)",128488.0
"Hampstead (Jerusalem, New York)",647497.0
"Hampstead (Tunstall, Virginia)",4.04686e+06
Harmony Historic District,68796.6
"Hartland (Lewisburg, West Virginia)",4046.86
Hayward Mill,34398.3
"Hillside (Carlisle, South Carolina)",105218.0
"Hillside (Norfolk, Connecticut)",182109.0
Hughes Manor,42492.0
Hunt Memorial Library,2023.43
"Huntingdon (Boyce, Virginia)",1.20192e+06
"Ingleside (Alexandria Bay, New York)",16187.4
"Ingleside (Iron Station, North Carolina)",20234.3
"Ingleside (Ridgeway, Virginia)",20234.3
Jerusalem Mill Village,109265.0
John Harriman House,2023.43
"Kenmore (Spotsylvania County, Virginia)",370287.0
"Lebanon (Dunn, North Carolina)",36421.7
Lebanon National Cemetery,11331.2
Lyndhurst (Jay Gould Estate),271139.0
Lyndhurst (mansion),271139.0
"Magnolia (Bennettsville, South Carolina)",4046.86
"Magnolia (Gadsden, South Carolina)",13354.6
"Magnolia (Scotland Neck, North Carolina)",526091.0
"Maplewood (Pliny, West Virginia)",3.23749e+06
"Mayfield (Middletown, Delaware)",21043.7
"Montrose (Hillsborough, North Carolina)",246858.0
Moscow Methodist Church and Cemetery,12140.6
"Mount Holly (Foote, Mississippi)",28328.0
Mount Holly Cotton Mill,11331.2
Mount Rainier Historic District,1.05218e+06
"Mountain View (Chatham, Virginia)",178062.0
"Mountain View (Morganton, North Carolina)",6474.97
Murry Guggenheim House,28328.0
Names Hill,18210.9
"Oak Grove (Altavista, Virginia)",32374.9
"Oak Grove (Eastville, Virginia)",694441.0
"Oak Grove (Erwin, North Carolina)",24281.1
"Oak Grove (Manakin-Sabot, Virginia)",25090.5
Oak Grove Farm,437060.0
"Oakdale (Floyd, Virginia)",323749.0
"Oakdale (Pennsbury Township, Pennsylvania)",4046.86
"Old St. Peter's Church (Van Cortlandtville, New York)",26304.6
"Prospect (Topping, Virginia)",32374.9
Reed and Barton Complex,56656.0
Rice Apartments,4046.86
Rice Covered Bridge,404.686
"Rockwood (Dublin, Virginia)",275186.0
"Rockwood (Montpelier Station, Virginia)",1.19989e+06
Rockwood Chocolate Factory Historic District,7284.34
"Rosedale (Charlotte, North Carolina)",3237.49
"Rosedale (Columbus, Mississippi)",44920.1
Sackville House,4046.86
"Seven Oaks (Sac City, Iowa)",4046.86
Seven Oaks Estate,61916.9
Shepherd Hall (Monument Place),16187.4
South Oakdale Historic District,129499.0
"Springdale (Crozier, Virginia)",192226.0
"Springdale (Mathews, Virginia)",25899.9
Springdale Cemetery,902449.0
Springdale Mills,24281.1
"St. Paul's School (Garden City, New York)",214483.0
"St. Peter's Church, Chapel and Cemetery Complex",24281.1
"St. Peter's Church (Brownsville, Pennsylvania)",3237.49
"St. Peter's Church (Queenstown, Maryland)",6070.28
"St. Peter's Church (West Bend, Wisconsin)",9712.46
St. Peter's Church in the Great Valley,4046.86
"Strawberry Hill (Rhinebeck, New York)",86198.0
"Sunnyside (Charlottesville, Virginia)",8093.71
"Sunnyside (Clarksville, Virginia)",101171.0
"Sunnyside (Edisto Island, South Carolina)",18210.9
"Sunnyside (Heathsville, Virginia)",12140.6
"Sunnyside (Lexington, Virginia)",27518.6
"Sunnyside (Newsoms, Virginia)",169968.0
"Sunnyside (Richfield Springs, New York)",11735.9
"Sunnyside (Tarrytown, New York)",40468.6
"Sunnyside (Tarrytown, New York)",40468.6
Sunnyside (Tarrytown),40468.6
"Sunnyside (Wendell, North Carolina)",4451.54
"The Crest (Huntington, New York)",5665.6
The Highlands (Pennsylvania),178062.0
"Thomas Jefferson High School (Richmond, Virginia)",48562.3
Upsala (mansion),4046.86
Valle Crucis Episcopal Mission,1.72396e+06
Venetian Pool,16187.4
Venetian Pool,16187.4
Venetian Pool,16187.4
Venetian Pool,16187.4
Wadsworth Congregational Church,4046.86
Wadsworth Electric Manufacturing Company,12140.6
Wadsworth Mansion at Long Hill,1.09265e+06
"Waveland (Danville, Kentucky)",12140.6
"Waveland (Marshall, Virginia)",3.50458e+06
Westinghouse Air Brake Company General Office Building,8093.71
"White Oaks, New Mexico",7.3754e+06
"Whitehall (Clarksville, Tennessee)",16187.4
"Whitehall (Saluda, South Carolina)",48157.6
Whitehall Farm,404.686
Whitehall Mansion,14164.0
Whiting Homestead,2023.43
"Woodburn (Charles City, Virginia)",242811.0
"Woodburn (Leesburg, Virginia)",971246.0
Woodford (mansion),4046.86
"Woodland (St. Thomas Township, Franklin County, Pennsylvania)",683919.0
"Woodlawn (Garrison, New York)",169968.0
"Woodlawn (Miller's Tavern, Virginia)",20234.3
"Woodlawn (Vernon Hill, Virginia)",32374.9
Woodlawn Avenue Row,2023.43
"Woodlawn Historic District (Natchez, Mississippi)",392545.0
"Woodside (Delaplane, Virginia)",131523.0
"Woodside (Lincolnton, North Carolina)",2023.43
"Woodside (Mt. Pleasant, Delaware)",16187.4
"Woodside (Tuckahoe, Virginia)",214483.0
Woodside Methodist Episcopal Church,2023.43
"Woodstock (Upper Marlboro, Maryland)",20234.3
Woolworth Estate,64749.7
Woolworth Estate,64749.7
Wounded Knee Battlefield,3.52077e+06
"Cobbs Creek, Philadelphia",404686.0
"Butchertown, Louisville",202343.0
Coso Hot Springs,2.0639e+06
Dia:Beacon,107646.0
Dia:Beacon,107646.0
Dia Beacon,107646.0
Dia:Beacon,107646.0
Lockport Powerhouse,178871.0
Moss Mansion,8093.71
Niles Canyon Railway,809371.0
Oak Alley Plantation,101171.0
Oak Alley,101171.0
Oak Alley Plantation,101171.0
سواندرستاون,319702.0
"Saunderstown, Rhode Island",319702.0
Saunderstown (Rhode Island),319702.0
Saunderstown,319702.0
Schoodic Peninsula,4.38275e+06
South Dakota State Capitol,80937.1
Campidoglio (Pierre),80937.1
Capitole de l'État du Dakota du Sud,80937.1
サウスダコタ州会議事堂,80937.1
南達科他州議會大廈,80937.1
Virginia Museum of Fine Arts,8093.71
Virginia Museum of Fine Arts,8093.71
Museo de Bellas Artes de Virginia,8093.71
Museo di belle arti della Virginia,8093.71
Musée des beaux-arts de Virginie,8093.71
Virginia Museum of Fine Arts,8093.71
Виргинский музей изящных искусств,8093.71
Hotel President,8093.71
Tennessee State Library and Archives,5665.6
Thayer Public Library,4046.86
Alden Dow House and Studio,110074.0
All Saints Memorial Church,4046.86
Amos Eno House,40468.6
Amsterdam Castle,4046.86
Angel Island Immigration Station,2.96149e+06
Anheuser-Busch Brewery,574654.0
Bailey House Museum,4046.86
Baker Congregational Church,890.308
Beebe Estate,7082.0
"Boscobel (Garrison, New York)",182109.0
Boscobel House (Estado de Nova Iorque),182109.0
Bragg-Mitchell Mansion,12140.6
Burt-Stark Mansion,14164.0
Casa del Herrero,44110.7
Casa del Herrero,44110.7
Casa del Herrero,44110.7
Église de la Sainte-Ascension d'Unalaska,6070.28
Church of the Holy Ascension,6070.28
Church of the Holy Ascension,6070.28
Sobór Wniebowstąpienia Pańskiego w Unalasce,6070.28
Церковь Вознесения Господня (Уналашка),6070.28
Edsel and Eleanor Ford House,354100.0
Edward King House,16187.4
"Emmanuel Church (Newport, Rhode Island)",4046.86
Feltville Historic District,526091.0
"First Congregational Church (Pueblo, Colorado)",1618.74
Fort Nathan Hale,12140.6
Frederick A. and Sophia Bagg Bonanza Farm,46943.5
Frenchglen Hotel State Heritage Site,9712.46
Furness High School,8093.71
General Rufus Putnam House,546326.0
Georgia O'Keeffe Home and Studio,16187.4
Great Atlantic and Pacific Tea Company Warehouse,6070.28
Grey Towers National Historic Site,412779.0
Grey Towers National Historic Site,412779.0
Casa Hager (Maryland),8093.71
"Hager House (Hagerstown, Maryland)",8093.71
Hampton-Preston House,2023.43
Hartford Club,404.686
Henry W. Grady House,14164.0
His Lordship's Kindness,607028.0
"Holy Trinity Greek Orthodox Church (Lowell, Massachusetts)",809.371
Howell Living History Farm,526091.0
"Immaculate Conception Church and School (Omaha, Nebraska)",4046.86
Joel Chandler Harris House,12140.6
Kamakahonu,14164.0
カマカホヌ,14164.0
Kamakahonu,14164.0
Kennedy-Warren Apartment Building,10521.8
Kennedy-Warren Apartment Building,10521.8
Maplewood Park,1.21406e+06
Marine Mill,28328.0
Marriott Wardman Park,10926.5
"Meadow Garden (Augusta, Georgia)",1618.74
Monongalia Arts Center,2023.43
New Bedford Fire Museum,404.686
"North Hamilton Elementary School (Jennings, Florida)",16187.4
Old Barracks Museum,4046.86
"Old Customhouse (Monterey, California)",8093.71
"Our Lady of Lourdes Church Complex (Providence, Rhode Island)",8093.71
"Penn Center (Saint Helena Island, South Carolina)",190202.0
Ragdale,133546.0
Red Bank Battlefield,80937.1
Reynolds Homestead,28287.5
Rios-Caledonia Adobe,6879.66
Robert Mills House,16187.4
Rosedown Plantation,1.50138e+06
San Francisco Plantation House,32374.9
Sequoyah's Cabin,40468.6
Shreveport Waterworks Pumping Station,16187.4
Southwick-Daniels Farm,453248.0
Squantum Association,11128.9
"St. John the Baptist Church (Pawtucket, Rhode Island)",4856.23
Iglesia de Santa María (Indianápolis),4046.86
Église Sainte-Marie d'Indianapolis,4046.86
"St. Mary's Catholic Church (Indianapolis, Indiana)",4046.86
Teackle Mansion,36421.7
The Battle House Hotel,2832.8
Thorsen House,1618.74
"United Congregational Church (Newport, Rhode Island)",36421.7
"Weyanoke, Virginia",4.9574e+06
Hacienda Wheeler-Minot,82151.2
Wheeler-Minot Farmhouse,82151.2
William Trent House,21043.7
Windham Center Historic District,829606.0
"Zion Reformed Church (Chambersburg, Pennsylvania)",3237.49
Harrisburg Cemetery,141640.0
Haydenville (Ohio),80937.1
"Haydenville, Ohio",80937.1
Heublein Tower,18210.9
Laura Plantation,149734.0
"Vananda, Montana",129499.0
Arkansas Power and Light Building,8093.71
Benjamin Riegel House,4856.23
Benjamin Taylor Homestead,4046.86
Bridge Valley Bridge,404.686
Byecroft Farm Complex,120596.0
Charles D. McIver School,26304.6
Christman Covered Bridge,4046.86
"Cintra (New Hope, Pennsylvania)",18615.5
David Leedom Farm,4046.86
Fred T. Sterling House,2023.43
Garrison Hill Park and Tower,34398.3
Goldschmidt House,2832.8
Half-Moon Inn,2023.43
"Hampton Hill (Richboro, Pennsylvania)",13354.6
Hildebrand Ranch,20234.3
Humble Oil Building,10117.1
Isaiah Paxson Farm,161065.0
James-Lorah House,2023.43
John and Phineas Hough House,4451.54
Knecht's Mill Covered Bridge,404.686
Langhorne Library,1618.74
Lewis Summers Farm,10117.1
"Longland (Holicong, Pennsylvania)",60298.2
Loux Covered Bridge,404.686
Mary Ann Furnace Historic District,36421.7
Morgan James Homestead,16187.4
Penn's Park General Store Complex,8093.71
Pugh Dungan House,1618.74
Queen Anne Historic District,647497.0
Rhoads Homestead,243216.0
Sheard's Mill Covered Bridge,404.686
Smith Family Farmstead,8093.71
Sotcher Farmhouse,4046.86
Spinner House,2023.43
Springhouse Farm,177657.0
Teller Cigar Factory,2023.43
Thomas and Lydia Gilbert Farm,39659.2
Tomlinson-Huddleston House,809.371
Twin Trees Farm,4046.86
Twining Farm,40468.6
Vansant Farmhouse,2023.43
Waldenmark,68796.6
Walnut Hill Cotton Gin,2023.43
Walt Disney Elementary School,80937.1
Winstead Hill,39659.2
A.J. Hazeltine House,4856.23
A.J. Holman and Company building,1214.06
Abbie Greenleaf Library,4046.86
Abram Huston House and Carriage House,12545.3
"Administration Building, Treasure Island",8093.71
African American Military History Museum,2023.43
Aiken Mile Track,242811.0
Aiken Training Track,303514.0
Aiken Winter Colony Historic District I,7.28434e+06
Aiken Winter Colony Historic District II,485623.0
Aiken Winter Colony Historic District III,267093.0
Alan West Corson Homestead,14164.0
Alexander K. McClure School,10117.1
Alexander McNish House,32374.9
Alexandria Hotel and Annex,809.371
Alfred and Rosy Skinner House,1618.74
Allegheny Aqueduct,4046.86
Allegheny River Lock and Dam No. 5,133546.0
Allegheny River Lock and Dam No. 6,200724.0
Allegheny River Lock and Dam No. 7,78104.3
Allegheny River Lock and Dam No. 8,144877.0
Allegheny River Lock and Dam No. 9,240788.0
Alvin and Grace Washburn House,2023.43
American Fork Second Ward Meetinghouse,4046.86
American Fork Third Ward Meetinghouse,4046.86
Anderson's Mill,20234.3
Andrew B. VanHuys Round Barn,4046.86
Andrew Carr Sr. House,6070.28
Andrew J. Morrison School,10117.1
Taberna de Andrews,384451.0
"Andrews Tavern (Spotsylvania County, Virginia)",384451.0
Anna Howard Shaw Junior High School,12949.9
Anthony Wayne School,4046.86
Anthracite Bank Building,809.371
Ardmore Historic District,2.42811e+06
Armstrong County Courthouse and Jail,4046.86
Art and Frieda Maxwell Barn,10117.1
Arthur Barnwell House,17806.2
Ashe County Courthouse,4046.86
Atkinson Memorial Presbyterian Church,21448.3
Atlanta Women's Club,4046.86
Augustine Hansell House,11735.9
"Autun (West Whiteland Township, Pennsylvania)",20234.3
B'Nai Zion Temple,1214.06
B. F. Grady School,12140.6
B. Harley Bradley House,4046.86
Baily Farm,29137.4
Baker Building,1214.06
Bank of American Fork,404.686
Banker's House,20234.3
Banksia Hall,16187.4
Barley Sheaf Inn,4046.86
Barley Sheaf Inn,4046.86
Bartlett School,12140.6
Basilica of Saint Stanislaus Kostka,4046.86
Bayard Taylor School,10117.1
Bayfield Fish Hatchery,404.686
Bayou Rouge Baptist Church,1214.06
Beiseker Mansion,7689.03
Bellemonte Silk Mill,12140.6
Bells Mills Covered Bridge,404.686
Ben Darrah Water Tank and Well House,20234.3
Benjamin Franklin School (Philadelphia),8498.4
Benjamin Griffey House,809.371
Benjamin Rush House,5665.6
Bennington No. 4,4046.86
Bentley Hall,2023.43
