http://dbpedia.org/ontology/Wrestler,http://dbpedia.org/ontology/height
マノ・ネグラ (プロレスラー),1.78
Mano Negra (wrestler),1.78
マスカラ・アニョ・ドスミル,1.79
Máscara Año 2000,1.79
Máscara Año 2000 Jr.,1.82
Máscara Año 2000 Jr.,1.82
マキシモ (プロレスラー),1.7
Máximo,1.7
Máximo (wrestler),1.7
Niebla Roja,1.76
Oficial 911,1.73
Oficial AK-47,1.76
Oficial Fierro,1.73
Pequeño Black Warrior,1.65
Puma (luchador),1.72
ポルボラ,1.72
Pólvora,1.72
Ryota Hama,1.76
Ryota Hama,1.76
浜亮太,1.76
Ryota Hama,1.76
Tiger (wrestler),1.78
Tony Salazar,1.78
Willie Mack (wrestler),1.778
Ángel Azteca Jr.,1.71
アンヘル・デ・オロ,1.76
Ángel de Oro,1.76
Marines Mask II,1.7
PSYCHO (プロレスラー),1.7
Psycho (wrestler),1.7
Josh Abercrombie,1.7526
Ana Rocha,1.5748
Joey Muñoz,1.8288
Jorge Castano,1.7018
Masaaki Mochizuki,1.75
Masaaki Mochizuki,1.75
Masaaki Mochizuki,1.75
望月成晃,1.75
Nanae Takahashi,1.67
高橋奈七永,1.67
Nicole Raczynski,1.7526
Nicole Raczynski,1.7526
Nikki Roxx,1.7526
Nicole Raczynski,1.7526
Nicole Raczynski,1.7526
Portia Perez,1.6002
Portia Perez,1.6002
Portia Perez,1.6002
ポーシャ・ペレス,1.6002
Порша Перес,1.6002
Ric Drasin,1.8288
Robbie Ellis,1.7018
Rockin' Rebel,1.8288
Rockin' Rebel,1.8288
Ryo Saito,1.75
Ryo Saito,1.75
斎藤了,1.75
Bob Sapp,1.8288
Bob Sapp,1.8288
Bob Sapp,1.8288
Bob Sapp,1.8288
Bob Sapp,1.8288
ボブ・サップ,1.8288
Bob Sapp,1.8288
Bob Sapp,1.8288
Bob Sapp,1.8288
"Сапп, Боб",1.8288
鲍伯·萨普,1.8288
Shirley Crabtree,1.9812
Shirley Crabtree,1.9812
ألكسندر ميدفيد,1.9
Aleksandr Medved,1.9
Alexander Wassiljewitsch Medwed,1.9
Aleksandr Medved,1.9
Aleksandr Medved,1.9
Aleksandr Miedwied´,1.9
"Медведь, Александр Васильевич",1.9
Anatoli Michailowitsch Bykow,1.7
Anatoliy Bykov,1.7
Anatolij Bykow,1.7
"Быков, Анатолий Михайлович",1.7
Anatoly Bykov (wrestler),1.7
Angele Tomo,1.524
Angele Tomo,1.524
Angelina Love,1.6764
Angelina Love,1.6764
Angelina Love,1.6764
Angelina Love,1.6764
Angelina Love,1.6764
Lauren Williams,1.6764
Lauren Williams,1.6764
Angelina Love,1.6764
Анджелина Лав,1.6764
Bam Bam (wrestler),1.63
Bertil Antonsson,1.87
Bertil Antonsson,1.87
Bertil Antonsson,1.87
Bertil Antonsson,1.87
"Антонссон, Бертиль",1.87
براين لي (مصارع),2.0066
Brian Lee (wrestler),2.0066
Brian Harris,2.0066
Brian Lee,2.0066
ブライアン・ハリス,2.0066
Brian Lee,2.0066
Carl Ouellet,1.85
Carl Ouellet,1.85
Carl Ouellet,1.85
カール・ウエレ,1.85
Carl Ouellet,1.85
دارين يونغ,1.8542
Darren Young,1.8542
Darren Young,1.8542
Frederick Rosser,1.8542
Darren Young,1.8542
フレッド・ルーザー,1.8542
Darren Young,1.8542
Darren Young,1.8542
Darren Young,1.8542
Darren Young,1.8542
達倫·楊,1.8542
ديفيد فلير,1.8542
David Flair,1.8542
David Flair,1.8542
David Flair,1.8542
David Flair,1.8542
David Flair,1.8542
デビッド・フレアー,1.8542
David Flair,1.8542
David Flair,1.8542
大衛·福萊爾,1.8542
Eero Tapio,1.7
Eero Tapio,1.7
El Supremo (wrestler),1.73
Ernest Miller,1.8796
Ernest Miller,1.8796
Ernest Miller (wrestler),1.8796
Frightmare (wrestler),1.7272
Gerald Brisco,1.8796
Gerald Brisco,1.8796
Gerald Brisco,1.8796
ジェリー・ブリスコ,1.8796
Gerald Brisco,1.8796
Gerald Brisco,1.8796
Glacier (wrestler),1.8796
Hakan Koç,1.73
Hakan Koç,1.73
Horace Hogan,1.8796
Horace Hogan,1.8796
جاك سواغر,2.0066
Jack Swagger,2.0066
Jack Swagger,2.0066
Jack Swagger,2.0066
Jack Swagger,2.0066
ジャック・スワガー,2.0066
Jack Swagger,2.0066
Jack Swagger,2.0066
Jack Swagger,2.0066
Джек Сваггер,2.0066
傑克·史威格,2.0066
Jack Swagger,2.0066
Kazuo Yamazaki,1.88
Kazuo Yamazaki,1.88
山崎一夫 (プロレスラー),1.88
Kevin Kelly (announcer),1.778
Kevin Kelly,1.778
Kyohei Mikami,1.63
MIKAMI,1.63
Kyohei Mikami,1.63
Leticia Cline,1.7
Leticia Cline,1.7
Leticia Cline,1.7
Martin Stone (wrestler),1.8288
Martin Harris,1.8288
Martin Stone (catcheur),1.8288
マーティン・ハリス,1.8288
Martin Harris (lutador),1.8288
Marty Lurie,1.8796
ماريس أوليت,1.524
Maryse Ouellet,1.524
Maryse Ouellet,1.524
Maryse Ouellet,1.524
Maryse,1.524
Maryse Ouellet,1.524
マリース・ウエレ,1.524
Maryse Ouellet,1.524
Maryse Ouellet,1.524
Maryse Ouellet,1.524
"Уэлле, Марис",1.524
مايكل كول,1.7526
Michael Cole (wrestling),1.7526
Michael Cole (Wrestling),1.7526
Michael Cole,1.7526
Michael Cole,1.7526
Michael Cole (wrestling),1.7526
マイケル・コール,1.7526
Michael Sean Coulthard,1.7526
Michael Cole,1.7526
"Коул, Майкл (комментатор)",1.7526
麥可·柯爾,1.7526
Pagano (wrestler),1.9
جيسي (مصارع),1.778
Ray Gordy,1.778
Ray Gordy,1.778
Terrence Gordy,1.778
Ray Gordy,1.778
レイ・ゴディ,1.778
Ray Gordy,1.778
Ray Gordy,1.778
Ray Stevens (wrestler),1.7272
レイ・スティーブンス,1.7272
ريد فلير,1.905
Reid Flair,1.905
Reid Flair,1.905
Reid Flair,1.905
リード・フレアー,1.905
Reid Flair,1.905
Richard Young,1.905
Richard Young (catcheur),1.905
Rich Young,1.905
リチャード・ヤング,1.905
Ricky Ortiz,1.905
Ricky Ortiz,1.905
Richard Young,1.905
Roderick Strong,1.778
Roderick Strong,1.778
Roderick Strong,1.778
Roderick Strong,1.778
Roderick Strong,1.778
ロデリック・ストロング,1.778
Roderick Strong,1.778
Sam Houston (wrestler),1.8796
サム・ヒューストン (プロレスラー),1.8796
Seiji Sakaguchi,1.96
Seiji Sakaguchi,1.96
Seiji Sakaguchi,1.96
坂口征二,1.96
Seiji Sakaguchi,1.96
Seiya Sanada,1.82
Seiya Sanada,1.82
Seiya Sanada,1.82
真田聖也,1.82
Seiya Sanada,1.82
Seiya Sanada,1.82
Stefan Kehrer,1.85
Stefan Kehrer,1.85
Stefan Kehrer,1.85
Stefan Kehrer,1.85
Stefano (wrestler),1.778
Taiyō Kea,1.8542
Taiyo Kea,1.8542
Taiyō Kea,1.8542
太陽ケア,1.8542
Terry Gordy,1.9812
Terry Gordy,1.9812
Terry Gordy,1.9812
Terry Gordy,1.9812
テリー・ゴディ,1.9812
Terry Gordy,1.9812
Terry Gordy,1.9812
The Fabulous Moolah,1.6764
Lillian Ellison,1.6764
The Fabulous Moolah,1.6764
The Fabulous Moolah,1.6764
The Fabulous Moolah,1.6764
ファビュラス・ムーラ,1.6764
The Fabulous Moolah,1.6764
The Fabulous Moolah,1.6764
The Fabulous Moolah,1.6764
Невероятная Мула,1.6764
Tino Sabbatelli,1.9304
サビー・ピシテリ,1.9304
中川ともか,1.55
Tomoka Nakagawa,1.55
Tsukasa Fujimoto,1.58
Tsukasa Fujimoto,1.58
藤本つかさ,1.58
Tsukasa Fujimoto,1.58
夕陽 (プロレスラー),1.56
Yuhi (wrestler),1.56
Bram (wrestler),1.9304
Thomas Latimer,1.9304
トム・ラティマー,1.9304
Bram (lutador),1.9304
Bram (wrestler),1.9304
عبد الله ذا بوتشر,1.8288
Abdullah the Butcher,1.8288
Abdullah the Butcher,1.8288
Abdullah the Butcher,1.8288
Abdullah the Butcher,1.8288
Abdullah the Butcher,1.8288
アブドーラ・ザ・ブッチャー,1.8288
Abdullah the Butcher,1.8288
Abdullah the Butcher,1.8288
Abdullah the Butcher,1.8288
Абдулла Мясник,1.8288
Akio Sato (wrestler),1.75
Akio Sato,1.75
佐藤昭雄,1.75
アラン・ストーン (プロレスラー),1.75
Alan Stone (wrestler),1.75
Ali Surkanajewitsch Alijew,1.54
"Алиев, Али Зурканаевич",1.54
Ali Aliyev (wrestler),1.54
Arjan Bhullar,1.8542
Arjan Bhullar,1.8542
Averno (wrestler),1.75
Averno (luchador),1.75
Renato Ruiz,1.75
Averno (wrestler),1.75
アベルノ,1.75
Аверно (рестлер),1.75
بايلي (مصارعة),1.6764
Bayley (Wrestlerin),1.6764
Bayley (luchadora),1.6764
Bayley (wrestler),1.6764
Bayley (catcheuse),1.6764
パメラ・マルティネス,1.6764
Bayley (wrestlerka),1.6764
Bayley,1.6764
Bayley (wrestler),1.6764
Bengala (wrestler),1.7
بوب باكلند,1.8542
Bob Backlund,1.8542
Bob Backlund,1.8542
Bob Backlund,1.8542
Bob Backlund,1.8542
Bob Backlund,1.8542
ボブ・バックランド,1.8542
Bob Backlund,1.8542
Bob Backlund,1.8542
Bob Backlund,1.8542
Боб Бэклунд,1.8542
巴布·貝克倫,1.8542
Brian Mailhot,1.9304
Bugsy McGraw,1.905
バグジー・マグロー,1.905
كارليتو,1.778
Carlito,1.778
"Carlos Colón, Jr.",1.778
Carly Colón,1.778
Carly Colón,1.778
Carlito,1.778
カーリー・コロン,1.778
Carlos Colón Jr.,1.778
Carly Colón,1.778
Carlito (lutador),1.778
Карлито,1.778
داميان سانداو,1.9304
Damien Sandow,1.9304
Damien Sandow,1.9304
Aaron Haddad,1.9304
Damien Sandow,1.9304
Aaron Haddad,1.9304
アーロン・ハダッド,1.9304
Aaron Haddad,1.9304
Damien Sandow,1.9304
Damien Sandow,1.9304
Дэмиен Сэндоу,1.9304
戴密恩·山鐸,1.9304
Darren Burridge,1.8542
Edwin Bibby,1.6256
El Terrible,1.85
El Terrible,1.85
エル・テリブレ,1.85
Emiko Kado,1.65
門恵美子,1.65
Estera Dobre,1.59
Estera Dobre,1.59
Estera Dobre,1.59
Estera Dobre,1.59
Evan Lewis (wrestler),1.7526
Evan Markopoulos,1.8796
Frank Gotch,1.8
Frank Gotch,1.8
Frank Gotch,1.8
Frank Gotch,1.8
Frank Gotch,1.8
フランク・ゴッチ,1.8
"Готч, Фрэнк",1.8
Gory Guerrero,1.75
Gory Guerrero,1.75
Salvador Guerrero,1.75
Gory Guerrero,1.75
ゴリー・ゲレロ,1.75
Gory Guerrero,1.75
Gory Guerrero,1.75
Gory Guerrero,1.75
Imre Polyák,1.7
Imre Polyák,1.7
Imre Polyák,1.7
"Пойяк, Имре",1.7
Imre Polyák,1.7
"Iwan Iwanow (zapaśnik, ur. 1986)",1.92
Ivan Ivanov (wrestler),1.92
Jack Dempsey (wrestler),1.905
Jack Evans (wrestler),1.7272
Jack Evans,1.7272
Jack Evans,1.7272
Jack Evans,1.7272
ジャック・エバンス,1.7272
Jack Evans,1.7272
Jesse Sorensen,1.778
ジェシー・ソーレンセン,1.778
Jesse Sorensen,1.778
Karl Istaz,1.8796
Karl Gotch,1.8796
Karl Gotch,1.8796
Karl Gotch,1.8796
Karl Gotch,1.8796
カール・ゴッチ,1.8796
Karl Istaz,1.8796
春山香代子,1.6
Kayoko Haruyama,1.6
Ludmila Cristea,1.65
Ludmila Cristea,1.65
Mark Kerr,1.8542
Mark Kerr (fighter),1.8542
Mark Kerr,1.8542
Mark Kerr,1.8542
マーク・ケアー,1.8542
Mark Kerr,1.8542
Mark Kerr,1.8542
Masayuki Kōno,1.92
河野真幸,1.92
Masayuki Kono,1.92
Mosh (wrestler),1.8288
Charles Warrington,1.8288
Mosh (wrestler),1.8288
Charles Warrington,1.8288
Rebecca DiPietro,1.651
Rebecca DiPietro,1.651
Rebecca DiPietro,1.651
Ron Slinker,1.8542
Roy Heffernan,1.778
ロイ・ヘファーナン,1.778
Shawn Stasiak,1.9304
Shawn Stasiak,1.9304
Shawn Stasiak,1.9304
Shawn Stasiak,1.9304
ショーン・スタージャック,1.9304
Shawn Stasiak,1.9304
Shinjiro Otani,1.8
Shinjirō Ōtani,1.8
Shinjirō Ōtani,1.8
大谷晋二郎,1.8
Shinobu Sugawara,1.73
忍 (プロレスラー),1.73
Shinobu Sugawara,1.73
渋谷シュウ,1.58
Shuu Shibutani,1.58
Stan Stasiak,1.9304
Stan Stasiak,1.9304
Stan Stasiak,1.9304
Stan Stasiak,1.9304
Stan Stasiak,1.9304
スタン・スタージャック,1.9304
Stan Stasiak,1.9304
Stan Stasiak,1.9304
史丹·斯塔夏克,1.9304
Susumu Mochizuki,1.73
Susumu Mochizuki,1.73
横須賀享,1.73
Takuya Sugawara,1.78
菅原拓也,1.78
Takuya Sugawara,1.78
Tatsumi Fujinami,1.83
Tatsumi Fujinami,1.83
Tatsumi Fujinami,1.83
Tatsumi Fujinami,1.83
Tatsumi Fujinami,1.83
藤波辰爾,1.83
Tetsuya Bushi,1.72
BUSHI,1.72
Tetsuya Bushi,1.72
Wladimir Anatoljewitsch Subkow,1.5
"Зубков, Владимир Анатольевич",1.5
Vladimir Zubkov (wrestler),1.5
Yasuhiro Inaba,1.62
Yasuhiro Inaba,1.62
稲葉泰弘,1.62
Yasuhiro Inaba,1.62
Yasuhiro Inaba,1.62
Yoshihiro Fujita,1.76
Yoshihiro Fujita,1.76
百田義浩,1.78
Yoshihiro Momota,1.78
世志琥,1.6
Yoshiko (wrestler),1.6
田村欣子,1.65
Yoshiko Tamura,1.65
Chubby Dudley,1.778
Ferenc Kocsis,1.73
Ferenc Kocsis,1.73
Ferenc Kocsis,1.73
"Кочиш, Ференц",1.73
Ferenc Kocsis,1.73
Kiyoshi Tamura,1.8
Kiyoshi Tamura,1.8
田村潔司,1.8
Kiyoshi Tamura,1.8
Kiyoshi Tamura,1.8
Lennart Eriksson (wrestler),1.89
Lince Dorado,1.7018
Lince Dorado,1.7018
Lince Dorado,1.7018
Lince Dorado,1.7018
茂木正淑,1.76
Masayoshi Motegi,1.76
Mikhail Ivanov (wrestler),1.9558
Red Bastien,1.8796
Red Bastien,1.8796
レッド・バスチェン,1.8796
Steven Lewington,1.8796
Steven Lewington,1.8796
Steven Lewington,1.8796
Steven Lewington,1.8796
Steven Lewington,1.8796
Wilfried Dietrich,1.84
Wilfried Dietrich,1.84
Wilfried Dietrich,1.84
Wilfried Dietrich,1.84
"Дитрих, Вильфрид",1.84
Wilfried Dietrich,1.84
Yujiro Kushida,1.75
Yujiro Kushida,1.75
KUSHIDA,1.75
Yujiro Kushida,1.75
Ahmet Peker,1.62
Ahmet Peker,1.62
András Sike,1.67
András Sike,1.67
András Sike,1.67
András Sike,1.67
András Sike,1.67
"Шике, Андраш",1.67
Antonio Peña,1.8034
Atholl Oakeley,1.524
Ayhan Karakuş,1.66
Ayhan Karakuş,1.66
كريس ماسترز,1.9304
Chris Masters,1.9304
Chris Masters,1.9304
Christopher Mordetzky,1.9304
Christopher Mordetsky,1.9304
Chris Masters,1.9304
クリス・モルデツキー,1.9304
Chris Masters,1.9304
Chris Masters,1.9304
Chris Masters,1.9304
"Мордетский, Крис",1.9304
Hafize Şahin,1.68
Hafize Şahin,1.68
Hasan Güngör,1.78
Hasan Güngör,1.78
Hasan Güngör,1.78
Hasan Güngör,1.78
"Гюнгёр, Хасан",1.78
Ionuț Panait,1.69
Ion Panait,1.69
Ion Panait,1.69
Ion Panait,1.69
Katsuhiko Nakajima,1.75
Katsuhiko Nakajima,1.75
Katsuhiko Nakajima,1.75
中嶋勝彦,1.75
Kerry Brown (wrestler),1.8288
Kevin Northcutt,1.9812
Kouji Shishido,1.7
宍戸幸之,1.7
Qurbon Qurbonov,1.88
"Курбанов, Курбан Сайгидахмедович",1.88
Kurban Kurbanov,1.88
Lennart Viitala,1.65
Lenni Viitala,1.65
Lenni Viitala,1.65
Lennart Viitala,1.65
Lennart Viitala,1.65
"Вийтала, Леннарт",1.65
Mark Sloan (wrestler),1.524
مارك كوباني,1.8796
Muhammad Hassan (wrestler),1.8796
Mark Copani,1.8796
Mark Copani,1.8796
Muhammad Hassan,1.8796
マーク・コパーニ,1.8796
Mark Copani,1.8796
Osvald Käpp,1.73
Osvald Käpp,1.73
Osvald Käpp,1.73
Osvald Käpp,1.73
"Кяпп, Освальд",1.73
Gilbert Cosme,1.8542
Ricky Banderas,1.8542
Ricky Banderas,1.8542
Ricky Banderas,1.8542
Ricky Banderas,1.8542
リッキー・バンデラス,1.8542
Sakshi Malik,1.62
Sakshi Malik,1.62
Sakshi Malik,1.62
"Малик, Сакши",1.62
Sakshi Malik,1.62
Salvatore Bellomo,1.8542
Salvatore Bellomo,1.8542
Servet Coşkun,1.7
Servet Coşkun,1.7
Shigeo Okumura,1.82
奥村茂雄,1.82
Shigeo Okumura,1.82
Stanislaus Zbyszko,1.524
Stanislaus Zbyszko,1.524
Stanisław Cyganiewicz,1.524
Stanislaus Zbyszko,1.524
Stanislaus Zbyszko,1.524
Takeshi Morishima,1.9
Takeshi Morishima,1.9
Takeshi Morishima,1.9
森嶋猛,1.9
Takeshi Morishima,1.9
Takeshi Rikio,1.91
力皇猛,1.91
Tetjana Lasarewa,1.5748
Tetiana Lazareva,1.5748
Tetiana Łazarewa,1.5748
"Лазарева, Татьяна Викторовна",1.5748
Tetyana Lazareva,1.5748
توني شيمل,1.8542
Tony Chimel,1.8542
Tony Chimel,1.8542
Tony Chimel,1.8542
Anthony Chimel,1.8542
Tony Chimel,1.8542
トニー・チメル,1.8542
Tony Chimel,1.8542
Tony Chimel,1.8542
Umanosuke Ueda,1.91
Umanosuke Ueda,1.91
上田馬之助 (プロレスラー),1.91
Vangelis (wrestler),1.82
Wataru Inoue,1.8
Wataru Inoue,1.8
井上亘,1.8
Wataru Inoue,1.8
Wataru Sakata,1.75
Wataru Sakata,1.75
坂田亘,1.75
Xóchitl Hamada,1.65
ソチ浜田,1.65
Xóchitl Hamada,1.65
Yakup Gör,1.74
Yakup Gör,1.74
Yakup Gör,1.74
"Гёр, Якуп",1.74
Yakup Gör,1.74
Yoshikazu Taru,1.83
Yoshikazu Taru,1.83
TARU,1.83
2 Cold Scorpio,1.8034
2 Cold Scorpio,1.8034
Too Cold Scorpio,1.8034
2 Cold Scorpio,1.8034
チャールズ・スキャッグス,1.8034
2 Cold Scorpio,1.8034
A-1 (wrestler),1.8288
Alastair Ralphs,1.8288
A-1 (wrestler),1.8288
アリスター・ラルフス,1.8288
Alastair Ralphs,1.8288
عدنان القيسي,1.8288
Adnan Al-Kaissie,1.8288
Adnan Al-Kaissie,1.8288
アドナン・アル＝ケイシー,1.8288
Adnan Al-Kaissie,1.8288
أحمد جونسون,1.8796
Ahmed Johnson,1.8796
Anthony Norris,1.8796
Ahmed Johnson,1.8796
アーメッド・ジョンソン,1.8796
Ahmed Johnson,1.8796
Ahmed Johnson,1.8796
Aja Kong,1.65
Aja Kong,1.65
アジャ・コング,1.65
Aja Kong,1.65
Al Madril,1.8542
アル・マドリル,1.8542
Al Perez,1.8542
Alex Shane,1.8288
Alex Shane,1.8288
Alicia Webb,1.6764
Allan Funk,1.778
Allen Coage,1.8796
Allen Coage,1.8796
Allen Coage,1.8796
Allen Coage,1.8796
Bad News Brown,1.8796
アレン・コージ,1.8796
Allen Coage,1.8796
Allen Coage,1.8796
"Коадж, Аллен",1.8796
Amazing Red,1.6764
Amazing Red,1.6764
Amazing Red,1.6764
Sangriento,1.6764
Amazing Red,1.6764
ジョナサン・フィゲロア,1.6764
Amazing Red,1.6764
Amazing Red,1.6764
Andy Douglas,1.8542
Andy Douglas,1.8542
アンディ・ダグラス,1.8542
Arnold Skaaland,1.8288
Arnold Skaaland,1.8288
アーノルド・スコーラン,1.8288
Arnold Skaaland,1.8288
Arnold Skaaland,1.8288
Arnold Skaaland,1.8288
Art Barr,1.8542
Art Barr,1.8542
Art Barr,1.8542
ラブ・マシーン,1.8542
Ax (wrestler),1.905
Bill Eadie,1.905
Bill Eadie,1.905
Bill Eadie,1.905
ビル・イーディー,1.905
Bill Eadie,1.905
Ben Bassarab,1.778
Bill Alfonso,1.778
Bill Dundee,1.7018
Bill Dundee,1.7018
Bill Dundee,1.7018
ビル・ダンディー,1.7018
Bill Dundee,1.7018
Bill Irwin (wrestler),1.8542
Barney Irwin,1.8542
ビル・アーウィン (プロレスラー),1.8542
Barney Irwin,1.8542
Billy Jack Haynes,1.905
Billy Haynes,1.905
ビリー・ジャック・ヘインズ,1.905
Blackjack Mulligan,2.0574
Blackjack Mulligan,2.0574
Blackjack Mulligan,2.0574
Blackjack Mulligan,2.0574
ブラックジャック・マリガン,2.0574
Blackjack Mulligan,2.0574
Blackjack Mulligan,2.0574
بوب أورتن الأب,1.8796
Bob Orton senior,1.8796
Bob Orton,1.8796
"Bob Orton, Sr.",1.8796
Bob Orton Sr.,1.8796
Bob Orton,1.8796
ボブ・オートン,1.8796
Bob Orton Sr.,1.8796
"Bob Orton, Sr.",1.8796
巴布·歐頓,1.8796
Bobby Eaton,1.8288
Bobby Eaton,1.8288
Bobby Eaton,1.8288
ボビー・イートン,1.8288
Bobby Eaton,1.8288
بوبي رود,1.8288
Bobby Roode,1.8288
Bobby Roode,1.8288
Bobby Roode,1.8288
Bobby Roode,1.8288
Bobby Roode,1.8288
ボビー・ルード,1.8288
Robert Roode,1.8288
Bobby Roode,1.8288
"Руд, Бобби",1.8288
Brent Albright,1.8288
Brent Albright,1.8288
Brent Albright,1.8288
Brent Albright,1.8288
Brett Sawyer,1.8
Brian Adias,1.8542
Brian Knobbs,1.8542
Brian Knobbs,1.8542
Brian Knobbs,1.8542
Brian Yandrisovitz,1.8542
ブライアン・ノッブス,1.8542
Bryan Clark,2.0574
Bryan Clark (Wrestler),2.0574
Bryan Clark,2.0574
Bryan Clark,2.0574
ブライアン・クラーク,2.0574
Bryan Clark,2.0574
Bryan Clark,2.0574
Buddy Roberts,1.8034
Buddy Roberts,1.8034
Buddy Roberts,1.8034
バディ・ロバーツ,1.8034
Bunkhouse Buck,1.9558
ジミー・ゴールデン,1.9558
Butch Reed,1.8796
Butch Reed,1.8796
ブッチ・リード,1.8796
Butch Reed,1.8796
Buzz Sawyer,1.8034
バズ・ソイヤー,1.8034
Chris Wright (Wrestler),1.8542
C.W. Anderson,1.8542
C. W. Anderson,1.8542
CWアンダーソン,1.8542
C.W. Anderson,1.8542
Carl Abs,1.84
Carl Abs,1.84
Caylen Croft,1.8034
Kristopher Pavone,1.8034
Kris Pavone,1.8034
Caylen Croft,1.8034
クリス・パボーネ,1.8034
Kris Pavone,1.8034
Chris Cage,1.8034
Chris Pavone,1.8034
Chad Wicks,1.7526
Chad Wicks,1.7526
Chris Champion,1.8542
Chris Chetti,1.778
Christopher Chetti,1.778
クリス・チェッティ,1.778
Chris Hamrick,1.8542
Chris Sabin,1.8034
Chris Sabin,1.8034
Chris Sabin,1.8034
Chris Sabin,1.8034
Chris Sabin,1.8034
クリス・セイビン,1.8034
Chris Sabin,1.8034
Chris Sabin,1.8034
Chris Youngblood,1.8288
クリス・ヤングブラッド,1.8288
Christian York,1.8034
Christian York,1.8034
Christian York,1.8034
ジェイソン・スペンス,1.8034
Christian York,1.8034
Cima (wrestler),1.74
Nobuhiko Oshima,1.74
Nobuhiko Ōshima,1.74
CIMA (プロレスラー),1.74
Nobuhiko Oshima,1.74
Craig Pittman,1.8542
Cynthia Lynch,1.7272
Cynthia Lynch,1.7272
Cynthia Lynch,1.7272
Daffney,1.524
Shannon Spruill,1.524
Daffney,1.524
Daffney,1.524
Daffney,1.524
Daffney,1.524
Dale Torborg,2.0066
Dale Torborg,2.0066
Dale Torborg,2.0066
Dale Torborg,2.0066
دانيال برايان,1.7272
Daniel Bryan,1.7272
Daniel Bryan,1.7272
Daniel Bryan,1.7272
Bryan Danielson,1.7272
Daniel Bryan,1.7272
ブライアン・ダニエルソン,1.7272
Bryan Danielson,1.7272
Daniel Bryan (wrestler),1.7272
Daniel Bryan,1.7272
Дэниел Брайан,1.7272
丹尼爾·布萊恩,1.7272
Danny Doring,1.778
Dan Morrison,1.778
ダン・モリソン,1.778
Dave Sullivan (wrestler),1.9304
Dave Taylor (wrestler),1.91
